Zeit [h]	Variante 8.1 Raumlufttemperatur [C]	Variante 8.2 Raumlufttemperatur [C]	Variante 8.3 Raumlufttemperatur [C]	Variante 8.4.Raumlufttemperatur [C]
6751	40.82	38.239	37.6185	34.941
6752	40.82	38.239	39.7775	35.2295
6753	40.82	38.239	40.758	35.4035
6754	40.82	38.239	40.832	35.477
6755	40.82	38.239	40.3135	35.4745
6756	40.82	38.239	39.7825	35.46
6757	40.82	38.239	40.424	35.586
6758	40.82	38.239	41.0775	35.723
6759	40.82	38.239	41.15	35.7955
6760	40.82	38.239	40.2975	35.7495
6761	40.82	38.239	38.2055	35.528
6762	40.82	38.239	36.07	35.264
6763	40.82	38.239	35.1135	35.114
6764	40.82	38.239	35.064	35.064
6765	40.82	38.239	35.0145	35.0145
6766	40.82	38.239	34.965	34.9655
6767	40.82	38.239	34.9155	34.9165
6768	40.82	38.239	34.8665	34.8675
6769	40.82	38.239	34.818	34.8185
6770	40.82	38.239	34.7695	34.7695
6771	40.82	38.239	34.721	34.721
6772	40.82	38.239	34.6725	34.673
6773	40.82	38.239	34.624	34.6245
6774	40.82	38.239	35.5015	34.695
6775	40.82	38.239	37.6185	34.941
6776	40.82	38.239	39.7775	35.2295
6777	40.82	38.239	40.758	35.4035
6778	40.82	38.239	40.832	35.477
6779	40.82	38.239	40.3135	35.4745
6780	40.82	38.239	39.7825	35.46
6781	40.82	38.239	40.424	35.586
6782	40.82	38.239	41.0775	35.723
6783	40.82	38.239	41.15	35.7955
6784	40.82	38.239	40.2975	35.7495
6785	40.82	38.239	38.2055	35.528
6786	40.82	38.239	36.07	35.264
6787	40.82	38.239	35.1135	35.114
6788	40.82	38.239	35.064	35.064
6789	40.82	38.239	35.0145	35.0145
6790	40.82	38.239	34.965	34.9655
6791	40.82	38.239	34.9155	34.9165
6792	40.82	38.239	34.8665	34.8675
6793	40.82	38.239	34.818	34.8185
6794	40.82	38.239	34.7695	34.7695
6795	40.82	38.239	34.721	34.721
6796	40.82	38.239	34.6725	34.673
6797	40.82	38.239	34.624	34.6245
6798	40.82	38.239	35.5015	34.695
6799	40.82	38.239	37.6185	34.941
6800	40.82	38.239	39.7775	35.2295
6801	40.82	38.239	40.758	35.4035
6802	40.82	38.239	40.832	35.477
6803	40.82	38.239	40.3135	35.4745
6804	40.82	38.239	39.7825	35.46
6805	40.82	38.239	40.424	35.586
6806	40.82	38.239	41.0775	35.723
6807	40.82	38.239	41.15	35.7955
6808	40.82	38.239	40.2975	35.7495
6809	40.82	38.239	38.2055	35.528
6810	40.82	38.239	36.07	35.264
6811	40.82	38.239	35.1135	35.114
6812	40.82	38.239	35.064	35.064
6813	40.82	38.239	35.0145	35.0145
6814	40.82	38.239	34.965	34.9655
6815	40.82	38.239	34.9155	34.9165
6816	40.82	38.239	34.8665	34.8675
6817	40.82	38.239	34.818	34.8185
6818	40.82	38.239	34.7695	34.7695
6819	40.82	38.239	34.721	34.721
6820	40.82	38.239	34.6725	34.673
6821	40.82	38.239	34.624	34.6245
6822	40.82	38.239	35.5015	34.695
6823	40.82	38.239	37.6185	34.941
6824	40.82	38.239	39.7775	35.2295
6825	40.82	38.239	40.758	35.4035
6826	40.82	38.239	40.832	35.477
6827	40.82	38.239	40.3135	35.4745
6828	40.82	38.239	39.7825	35.46
6829	40.82	38.239	40.424	35.586
6830	40.82	38.239	41.0775	35.723
6831	40.82	38.239	41.15	35.7955
6832	40.82	38.239	40.2975	35.7495
6833	40.82	38.239	38.2055	35.528
6834	40.82	38.239	36.07	35.264
6835	40.82	38.239	35.1135	35.114
6836	40.82	38.239	35.064	35.064
6837	40.82	38.239	35.0145	35.0145
6838	40.82	38.239	34.965	34.9655
6839	40.82	38.239	34.9155	34.9165
6840	40.82	38.239	34.8665	34.8675
6841	40.82	38.239	34.818	34.8185
6842	40.82	38.239	34.7695	34.7695
6843	40.82	38.239	34.721	34.721
6844	40.82	38.239	34.6725	34.673
6845	40.82	38.239	34.624	34.6245
6846	40.82	38.239	35.5015	34.695
6847	40.82	38.239	37.6185	34.941
6848	40.82	38.239	39.7775	35.2295
6849	40.82	38.239	40.758	35.4035
6850	40.82	38.239	40.832	35.477
6851	40.82	38.239	40.3135	35.4745
6852	40.82	38.239	39.7825	35.46
6853	40.82	38.239	40.424	35.586
6854	40.82	38.239	41.0775	35.723
6855	40.82	38.239	41.15	35.7955
6856	40.82	38.239	40.2975	35.7495
6857	40.82	38.239	38.2055	35.528
6858	40.82	38.239	36.07	35.264
6859	40.82	38.239	35.1135	35.114
6860	40.82	38.239	35.064	35.064
6861	40.82	38.239	35.0145	35.0145
6862	40.82	38.239	34.965	34.9655
6863	40.82	38.239	34.9155	34.9165
6864	40.82	38.239	34.8665	34.8675
6865	40.82	38.239	34.818	34.8185
6866	40.82	38.239	34.7695	34.7695
6867	40.82	38.239	34.721	34.721
6868	40.82	38.239	34.6725	34.673
6869	40.82	38.239	34.624	34.6245
6870	40.82	38.239	35.5015	34.695
6871	40.82	38.239	37.6185	34.941
6872	40.82	38.239	39.7775	35.2295
6873	40.82	38.239	40.758	35.4035
6874	40.82	38.239	40.832	35.477
6875	40.82	38.239	40.3135	35.4745
6876	40.82	38.239	39.7825	35.46
6877	40.82	38.239	40.424	35.586
6878	40.82	38.239	41.0775	35.723
6879	40.82	38.239	41.15	35.7955
6880	40.82	38.239	40.2975	35.7495
6881	40.82	38.239	38.2055	35.528
6882	40.82	38.239	36.07	35.264
6883	40.82	38.239	35.1135	35.114
6884	40.82	38.239	35.064	35.064
6885	40.82	38.239	35.0145	35.0145
6886	40.82	38.239	34.965	34.9655
6887	40.82	38.239	34.9155	34.9165
6888	40.82	38.239	34.8665	34.8675
6889	40.82	38.239	34.818	34.8185
6890	40.82	38.239	34.7695	34.7695
6891	40.82	38.239	34.721	34.721
6892	40.82	38.239	34.6725	34.673
6893	40.82	38.239	34.624	34.6245
6894	40.82	38.239	35.5015	34.695
6895	40.82	38.239	37.6185	34.941
6896	40.82	38.239	39.7775	35.2295
6897	40.82	38.239	40.758	35.4035
6898	40.82	38.239	40.832	35.477
6899	40.82	38.239	40.3135	35.4745
6900	40.82	38.239	39.7825	35.46
6901	40.82	38.239	40.424	35.586
6902	40.82	38.239	41.0775	35.723
6903	40.82	38.239	41.15	35.7955
6904	40.82	38.239	40.2975	35.7495
6905	40.82	38.239	38.2055	35.528
6906	40.82	38.239	36.07	35.264
6907	40.82	38.239	35.1135	35.114
6908	40.82	38.239	35.064	35.064
6909	40.82	38.239	35.0145	35.0145
6910	40.82	38.239	34.965	34.9655
6911	40.82	38.239	34.9155	34.9165
6912	40.82	38.239	34.8665	34.8675
6913	40.82	38.239	34.818	34.8185
6914	40.82	38.239	34.7695	34.7695
6915	40.82	38.239	34.721	34.721
6916	40.82	38.239	34.6725	34.673
6917	40.82	38.239	34.624	34.6245
6918	40.82	38.239	35.5015	34.695
6919	40.82	38.239	37.6185	34.941
6920	40.82	38.239	39.7775	35.2295
6921	40.82	38.239	40.758	35.4035
6922	40.82	38.239	40.832	35.477
6923	40.82	38.239	40.3135	35.4745
6924	40.82	38.239	39.7825	35.46
6925	40.82	38.239	40.424	35.586
6926	40.82	38.239	41.0775	35.723
6927	40.82	38.239	41.15	35.7955
6928	40.82	38.239	40.2975	35.7495
6929	40.82	38.239	38.2055	35.528
6930	40.82	38.239	36.07	35.264
6931	40.82	38.239	35.1135	35.114
6932	40.82	38.239	35.064	35.064
6933	40.82	38.239	35.0145	35.0145
6934	40.82	38.239	34.965	34.9655
6935	40.82	38.239	34.9155	34.9165
6936	40.82	38.239	34.8665	34.8675
6937	40.82	38.239	34.818	34.8185
6938	40.82	38.239	34.7695	34.7695
6939	40.82	38.239	34.721	34.721
6940	40.82	38.239	34.6725	34.673
6941	40.82	38.239	34.624	34.6245
6942	40.82	38.239	35.5015	34.695
6943	40.82	38.239	37.6185	34.941
6944	40.82	38.239	39.7775	35.2295
6945	40.82	38.239	40.758	35.4035
6946	40.82	38.239	40.832	35.477
6947	40.82	38.239	40.3135	35.4745
6948	40.82	38.239	39.7825	35.46
6949	40.82	38.239	40.424	35.586
6950	40.82	38.239	41.0775	35.723
6951	40.82	38.239	41.15	35.7955
6952	40.82	38.239	40.2975	35.7495
6953	40.82	38.239	38.2055	35.528
6954	40.82	38.239	36.07	35.264
6955	40.82	38.239	35.1135	35.114
6956	40.82	38.239	35.064	35.064
6957	40.82	38.239	35.0145	35.0145
6958	40.82	38.239	34.965	34.9655
6959	40.82	38.239	34.9155	34.9165
6960	40.82	38.239	34.8665	34.8675
6961	40.82	38.239	34.818	34.8185
6962	40.82	38.239	34.7695	34.7695
6963	40.82	38.239	34.721	34.721
6964	40.82	38.239	34.6725	34.673
6965	40.82	38.239	34.624	34.6245
6966	40.82	38.239	35.5015	34.695
6967	40.82	38.239	37.6185	34.941
6968	40.82	38.239	39.7775	35.2295
6969	40.82	38.239	40.758	35.4035
6970	40.82	38.239	40.832	35.477
6971	40.82	38.239	40.3135	35.4745
6972	40.82	38.239	39.7825	35.46
6973	40.82	38.239	40.424	35.586
6974	40.82	38.239	41.0775	35.723
6975	40.82	38.239	41.15	35.7955
6976	40.82	38.239	40.2975	35.7495
6977	40.82	38.239	38.2055	35.528
6978	40.82	38.239	36.07	35.264
6979	40.82	38.239	35.1135	35.114
6980	40.82	38.239	35.064	35.064
6981	40.82	38.239	35.0145	35.0145
6982	40.82	38.239	34.965	34.9655
6983	40.82	38.239	34.9155	34.9165
6984	40.82	38.239	34.8665	34.8675
6985	40.82	38.239	34.818	34.8185
6986	40.82	38.239	34.7695	34.7695
6987	40.82	38.239	34.721	34.721
6988	40.82	38.239	34.6725	34.673
6989	40.82	38.239	34.624	34.6245
6990	40.82	38.239	35.5015	34.695
6991	40.82	38.239	37.6185	34.941
6992	40.82	38.239	39.7775	35.2295
6993	40.82	38.239	40.758	35.4035
6994	40.82	38.239	40.832	35.477
6995	40.82	38.239	40.3135	35.4745
6996	40.82	38.239	39.7825	35.46
6997	40.82	38.239	40.424	35.586
6998	40.82	38.239	41.0775	35.723
6999	40.82	38.239	41.15	35.7955
7000	40.82	38.239	40.2975	35.7495
7001	40.82	38.239	38.2055	35.528
7002	40.82	38.239	36.07	35.264
7003	40.82	38.239	35.1135	35.114
7004	40.82	38.239	35.064	35.064
7005	40.82	38.239	35.0145	35.0145
7006	40.82	38.239	34.965	34.9655
7007	40.82	38.239	34.9155	34.9165
7008	40.82	38.239	34.8665	34.8675
7009	40.82	38.239	34.818	34.8185
7010	40.82	38.239	34.7695	34.7695
7011	40.82	38.239	34.721	34.721
7012	40.82	38.239	34.6725	34.673
7013	40.82	38.239	34.624	34.6245
7014	40.82	38.239	35.5015	34.695
7015	40.82	38.239	37.6185	34.941
7016	40.82	38.239	39.7775	35.2295
7017	40.82	38.239	40.758	35.4035
7018	40.82	38.239	40.832	35.477
7019	40.82	38.239	40.3135	35.4745
7020	40.82	38.239	39.7825	35.46
7021	40.82	38.239	40.424	35.586
7022	40.82	38.239	41.0775	35.723
7023	40.82	38.239	41.15	35.7955
7024	40.82	38.239	40.2975	35.7495
7025	40.82	38.239	38.2055	35.528
7026	40.82	38.239	36.07	35.264
7027	40.82	38.239	35.1135	35.114
7028	40.82	38.239	35.064	35.064
7029	40.82	38.239	35.0145	35.0145
7030	40.82	38.239	34.965	34.9655
7031	40.82	38.239	34.9155	34.9165
7032	40.82	38.239	34.8665	34.8675
7033	40.82	38.239	34.818	34.8185
7034	40.82	38.239	34.7695	34.7695
7035	40.82	38.239	34.721	34.721
7036	40.82	38.239	34.6725	34.673
7037	40.82	38.239	34.624	34.6245
7038	40.82	38.239	35.5015	34.695
7039	40.82	38.239	37.6185	34.941
7040	40.82	38.239	39.7775	35.2295
7041	40.82	38.239	40.758	35.4035
7042	40.82	38.239	40.832	35.477
7043	40.82	38.239	40.3135	35.4745
7044	40.82	38.239	39.7825	35.46
7045	40.82	38.239	40.424	35.586
7046	40.82	38.239	41.0775	35.723
7047	40.82	38.239	41.15	35.7955
7048	40.82	38.239	40.2975	35.7495
7049	40.82	38.239	38.2055	35.528
7050	40.82	38.239	36.07	35.264
7051	40.82	38.239	35.1135	35.114
7052	40.82	38.239	35.064	35.064
7053	40.82	38.239	35.0145	35.0145
7054	40.82	38.239	34.965	34.9655
7055	40.82	38.239	34.9155	34.9165
7056	40.82	38.239	34.8665	34.8675
7057	40.82	38.239	34.818	34.8185
7058	40.82	38.239	34.7695	34.7695
7059	40.82	38.239	34.721	34.721
7060	40.82	38.239	34.6725	34.673
7061	40.82	38.239	34.624	34.6245
7062	40.82	38.239	35.5015	34.695
7063	40.82	38.239	37.6185	34.941
7064	40.82	38.239	39.7775	35.2295
7065	40.82	38.239	40.758	35.4035
7066	40.82	38.239	40.832	35.477
7067	40.82	38.239	40.3135	35.4745
7068	40.82	38.239	39.7825	35.46
7069	40.82	38.239	40.424	35.586
7070	40.82	38.239	41.0775	35.723
7071	40.82	38.239	41.15	35.7955
7072	40.82	38.239	40.2975	35.7495
7073	40.82	38.239	38.2055	35.528
7074	40.82	38.239	36.07	35.264
7075	40.82	38.239	35.1135	35.114
7076	40.82	38.239	35.064	35.064
7077	40.82	38.239	35.0145	35.0145
7078	40.82	38.239	34.965	34.9655
7079	40.82	38.239	34.9155	34.9165
7080	40.82	38.239	34.8665	34.8675
7081	40.82	38.239	34.818	34.8185
7082	40.82	38.239	34.7695	34.7695
7083	40.82	38.239	34.721	34.721
7084	40.82	38.239	34.6725	34.673
7085	40.82	38.239	34.624	34.6245
7086	40.82	38.239	35.5015	34.695
7087	40.82	38.239	37.6185	34.941
7088	40.82	38.239	39.7775	35.2295
7089	40.82	38.239	40.758	35.4035
7090	40.82	38.239	40.832	35.477
7091	40.82	38.239	40.3135	35.4745
7092	40.82	38.239	39.7825	35.46
7093	40.82	38.239	40.424	35.586
7094	40.82	38.239	41.0775	35.723
7095	40.82	38.239	41.15	35.7955
7096	40.82	38.239	40.2975	35.7495
7097	40.82	38.239	38.2055	35.528
7098	40.82	38.239	36.07	35.264
7099	40.82	38.239	35.1135	35.114
7100	40.82	38.239	35.064	35.064
7101	40.82	38.239	35.0145	35.0145
7102	40.82	38.239	34.965	34.9655
7103	40.82	38.239	34.9155	34.9165
7104	40.82	38.239	34.8665	34.8675
7105	40.82	38.239	34.818	34.8185
7106	40.82	38.239	34.7695	34.7695
7107	40.82	38.239	34.721	34.721
7108	40.82	38.239	34.6725	34.673
7109	40.82	38.239	34.624	34.6245
7110	40.82	38.239	35.5015	34.695
7111	40.82	38.239	37.6185	34.941
7112	40.82	38.239	39.7775	35.2295
7113	40.82	38.239	40.758	35.4035
7114	40.82	38.239	40.832	35.477
7115	40.82	38.239	40.3135	35.4745
7116	40.82	38.239	39.7825	35.46
7117	40.82	38.239	40.424	35.586
7118	40.82	38.239	41.0775	35.723
7119	40.82	38.239	41.15	35.7955
7120	40.82	38.239	40.2975	35.7495
7121	40.82	38.239	38.2055	35.528
7122	40.82	38.239	36.07	35.264
7123	40.82	38.239	35.1135	35.114
7124	40.82	38.239	35.064	35.064
7125	40.82	38.239	35.0145	35.0145
7126	40.82	38.239	34.965	34.9655
7127	40.82	38.239	34.9155	34.9165
7128	40.82	38.239	34.8665	34.8675
7129	40.82	38.239	34.818	34.8185
7130	40.82	38.239	34.7695	34.7695
7131	40.82	38.239	34.721	34.721
7132	40.82	38.239	34.6725	34.673
7133	40.82	38.239	34.624	34.6245
7134	40.82	38.239	35.5015	34.695
7135	40.82	38.239	37.6185	34.941
7136	40.82	38.239	39.7775	35.2295
7137	40.82	38.239	40.758	35.4035
7138	40.82	38.239	40.832	35.477
7139	40.82	38.239	40.3135	35.4745
7140	40.82	38.239	39.7825	35.46
7141	40.82	38.239	40.424	35.586
7142	40.82	38.239	41.0775	35.723
7143	40.82	38.239	41.15	35.7955
7144	40.82	38.239	40.2975	35.7495
7145	40.82	38.239	38.2055	35.528
7146	40.82	38.239	36.07	35.264
7147	40.82	38.239	35.1135	35.114
7148	40.82	38.239	35.064	35.064
7149	40.82	38.239	35.0145	35.0145
7150	40.82	38.239	34.965	34.9655
7151	40.82	38.239	34.9155	34.9165
7152	40.82	38.239	34.8665	34.8675
7153	40.82	38.239	34.818	34.8185
7154	40.82	38.239	34.7695	34.7695
7155	40.82	38.239	34.721	34.721
7156	40.82	38.239	34.6725	34.673
7157	40.82	38.239	34.624	34.6245
7158	40.82	38.239	35.5015	34.695
7159	40.82	38.239	37.6185	34.941
7160	40.82	38.239	39.7775	35.2295
7161	40.82	38.239	40.758	35.4035
7162	40.82	38.239	40.832	35.477
7163	40.82	38.239	40.3135	35.4745
7164	40.82	38.239	39.7825	35.46
7165	40.82	38.239	40.424	35.586
7166	40.82	38.239	41.0775	35.723
7167	40.82	38.239	41.15	35.7955
7168	40.82	38.239	40.2975	35.7495
7169	40.82	38.239	38.2055	35.528
7170	40.82	38.239	36.07	35.264
7171	40.82	38.239	35.1135	35.114
7172	40.82	38.239	35.064	35.064
7173	40.82	38.239	35.0145	35.0145
7174	40.82	38.239	34.965	34.9655
7175	40.82	38.239	34.9155	34.9165
7176	40.82	38.239	34.8665	34.8675
7177	40.82	38.239	34.818	34.8185
7178	40.82	38.239	34.7695	34.7695
7179	40.82	38.239	34.721	34.721
7180	40.82	38.239	34.6725	34.673
7181	40.82	38.239	34.624	34.6245
7182	40.82	38.239	35.5015	34.695
7183	40.82	38.239	37.6185	34.941
7184	40.82	38.239	39.7775	35.2295
7185	40.82	38.239	40.758	35.4035
7186	40.82	38.239	40.832	35.477
7187	40.82	38.239	40.3135	35.4745
7188	40.82	38.239	39.7825	35.46
7189	40.82	38.239	40.424	35.586
7190	40.82	38.239	41.0775	35.723
7191	40.82	38.239	41.15	35.7955
7192	40.82	38.239	40.2975	35.7495
7193	40.82	38.239	38.2055	35.528
7194	40.82	38.239	36.07	35.264
7195	40.82	38.239	35.1135	35.114
7196	40.82	38.239	35.064	35.064
7197	40.82	38.239	35.0145	35.0145
7198	40.82	38.239	34.965	34.9655
7199	40.82	38.239	34.9155	34.9165
7200	40.82	38.239	34.8665	34.8675
7201	40.82	38.239	34.818	34.8185
7202	40.82	38.239	34.7695	34.7695
7203	40.82	38.239	34.721	34.721
7204	40.82	38.239	34.6725	34.673
7205	40.82	38.239	34.624	34.6245
7206	40.82	38.239	35.5015	34.695
7207	40.82	38.239	37.6185	34.941
7208	40.82	38.239	39.7775	35.2295
7209	40.82	38.239	40.758	35.4035
7210	40.82	38.239	40.832	35.477
7211	40.82	38.239	40.3135	35.4745
7212	40.82	38.239	39.7825	35.46
7213	40.82	38.239	40.424	35.586
7214	40.82	38.239	41.0775	35.723
7215	40.82	38.239	41.15	35.7955
7216	40.82	38.239	40.2975	35.7495
7217	40.82	38.239	38.2055	35.528
7218	40.82	38.239	36.07	35.264
7219	40.82	38.239	35.1135	35.114
7220	40.82	38.239	35.064	35.064
7221	40.82	38.239	35.0145	35.0145
7222	40.82	38.239	34.965	34.9655
7223	40.82	38.239	34.9155	34.9165
7224	40.82	38.239	34.8665	34.8675
7225	40.82	38.239	34.818	34.8185
7226	40.82	38.239	34.7695	34.7695
7227	40.82	38.239	34.721	34.721
7228	40.82	38.239	34.6725	34.673
7229	40.82	38.239	34.624	34.6245
7230	40.82	38.239	35.5015	34.695
7231	40.82	38.239	37.6185	34.941
7232	40.82	38.239	39.7775	35.2295
7233	40.82	38.239	40.758	35.4035
7234	40.82	38.239	40.832	35.477
7235	40.82	38.239	40.3135	35.4745
7236	40.82	38.239	39.7825	35.46
7237	40.82	38.239	40.424	35.586
7238	40.82	38.239	41.0775	35.723
7239	40.82	38.239	41.15	35.7955
7240	40.82	38.239	40.2975	35.7495
7241	40.82	38.239	38.2055	35.528
7242	40.82	38.239	36.07	35.264
7243	40.82	38.239	35.1135	35.114
7244	40.82	38.239	35.064	35.064
7245	40.82	38.239	35.0145	35.0145
7246	40.82	38.239	34.965	34.9655
7247	40.82	38.239	34.9155	34.9165
7248	40.82	38.239	34.8665	34.8675
7249	40.82	38.239	34.818	34.8185
7250	40.82	38.239	34.7695	34.7695
7251	40.82	38.239	34.721	34.721
7252	40.82	38.239	34.6725	34.673
7253	40.82	38.239	34.624	34.6245
7254	40.82	38.239	35.5015	34.695
7255	40.82	38.239	37.6185	34.941
7256	40.82	38.239	39.7775	35.2295
7257	40.82	38.239	40.758	35.4035
7258	40.82	38.239	40.832	35.477
7259	40.82	38.239	40.3135	35.4745
7260	40.82	38.239	39.7825	35.46
7261	40.82	38.239	40.424	35.586
7262	40.82	38.239	41.0775	35.723
7263	40.82	38.239	41.15	35.7955
7264	40.82	38.239	40.2975	35.7495
7265	40.82	38.239	38.2055	35.528
7266	40.82	38.239	36.07	35.264
7267	40.82	38.239	35.1135	35.114
7268	40.82	38.239	35.064	35.064
7269	40.82	38.239	35.0145	35.0145
7270	40.82	38.239	34.965	34.9655
7271	40.82	38.239	34.9155	34.9165
7272	40.82	38.239	34.8665	34.8675
7273	40.82	38.239	34.818	34.8185
7274	40.82	38.239	34.7695	34.7695
7275	40.82	38.239	34.721	34.721
7276	40.82	38.239	34.6725	34.673
7277	40.82	38.239	34.624	34.6245
7278	40.82	38.239	35.5015	34.695
7279	40.82	38.239	37.6185	34.941
7280	40.82	38.239	39.7775	35.2295
7281	40.82	38.239	40.758	35.4035
7282	40.82	38.239	40.832	35.477
7283	40.82	38.239	40.3135	35.4745
7284	40.82	38.239	39.7825	35.46
7285	40.82	38.239	40.424	35.586
7286	40.82	38.239	41.0775	35.723
7287	40.82	38.239	41.15	35.7955
7288	40.82	38.239	40.2975	35.7495
7289	40.82	38.239	38.2055	35.528
7290	40.82	38.239	36.07	35.264
7291	40.82	38.239	35.1135	35.114
7292	40.82	38.239	35.064	35.064
7293	40.82	38.239	35.0145	35.0145
7294	40.82	38.239	34.965	34.9655
7295	40.82	38.239	34.9155	34.9165
7296	40.82	38.239	34.8665	34.8675
7297	40.82	38.239	34.818	34.8185
7298	40.82	38.239	34.7695	34.7695
7299	40.82	38.239	34.721	34.721
7300	40.82	38.239	34.6725	34.673
7301	40.82	38.239	34.624	34.6245
7302	40.82	38.239	35.5015	34.695
7303	40.82	38.239	37.6185	34.941
7304	40.82	38.239	39.7775	35.2295
7305	40.82	38.239	40.758	35.4035
7306	40.82	38.239	40.832	35.477
7307	40.82	38.239	40.3135	35.4745
7308	40.82	38.239	39.7825	35.46
7309	40.82	38.239	40.424	35.586
7310	40.82	38.239	41.0775	35.723
7311	40.82	38.239	41.15	35.7955
7312	40.82	38.239	40.2975	35.7495
7313	40.82	38.239	38.2055	35.528
7314	40.82	38.239	36.07	35.264
7315	40.82	38.239	35.1135	35.114
7316	40.82	38.239	35.064	35.064
7317	40.82	38.239	35.0145	35.0145
7318	40.82	38.239	34.965	34.9655
7319	40.82	38.239	34.9155	34.9165
7320	40.82	38.239	34.8665	34.8675
7321	40.82	38.239	34.818	34.8185
7322	40.82	38.239	34.7695	34.7695
7323	40.82	38.239	34.721	34.721
7324	40.82	38.239	34.6725	34.673
7325	40.82	38.239	34.624	34.6245
7326	40.82	38.239	35.5015	34.695
7327	40.82	38.239	37.6185	34.941
7328	40.82	38.239	39.7775	35.2295
7329	40.82	38.239	40.758	35.4035
7330	40.82	38.239	40.832	35.477
7331	40.82	38.239	40.3135	35.4745
7332	40.82	38.239	39.7825	35.46
7333	40.82	38.239	40.424	35.586
7334	40.82	38.239	41.0775	35.723
7335	40.82	38.239	41.15	35.7955
7336	40.82	38.239	40.2975	35.7495
7337	40.82	38.239	38.2055	35.528
7338	40.82	38.239	36.07	35.264
7339	40.82	38.239	35.1135	35.114
7340	40.82	38.239	35.064	35.064
7341	40.82	38.239	35.0145	35.0145
7342	40.82	38.239	34.965	34.9655
7343	40.82	38.239	34.9155	34.9165
7344	40.82	38.239	34.8665	34.8675
7345	40.82	38.239	34.818	34.8185
7346	40.82	38.239	34.7695	34.7695
7347	40.82	38.239	34.721	34.721
7348	40.82	38.239	34.6725	34.673
7349	40.82	38.239	34.624	34.6245
7350	40.82	38.239	35.5015	34.695
7351	40.82	38.239	37.6185	34.941
7352	40.82	38.239	39.7775	35.2295
7353	40.82	38.239	40.758	35.4035
7354	40.82	38.239	40.832	35.477
7355	40.82	38.239	40.3135	35.4745
7356	40.82	38.239	39.7825	35.46
7357	40.82	38.239	40.424	35.586
7358	40.82	38.239	41.0775	35.723
7359	40.82	38.239	41.15	35.7955
7360	40.82	38.239	40.2975	35.7495
7361	40.82	38.239	38.2055	35.528
7362	40.82	38.239	36.07	35.264
7363	40.82	38.239	35.1135	35.114
7364	40.82	38.239	35.064	35.064
7365	40.82	38.239	35.0145	35.0145
7366	40.82	38.239	34.965	34.9655
7367	40.82	38.239	34.9155	34.9165
7368	40.82	38.239	34.8665	34.8675
7369	40.82	38.239	34.818	34.8185
7370	40.82	38.239	34.7695	34.7695
7371	40.82	38.239	34.721	34.721
7372	40.82	38.239	34.6725	34.673
7373	40.82	38.239	34.624	34.6245
7374	40.82	38.239	35.5015	34.695
7375	40.82	38.239	37.6185	34.941
7376	40.82	38.239	39.7775	35.2295
7377	40.82	38.239	40.758	35.4035
7378	40.82	38.239	40.832	35.477
7379	40.82	38.239	40.3135	35.4745
7380	40.82	38.239	39.7825	35.46
7381	40.82	38.239	40.424	35.586
7382	40.82	38.239	41.0775	35.723
7383	40.82	38.239	41.15	35.7955
7384	40.82	38.239	40.2975	35.7495
7385	40.82	38.239	38.2055	35.528
7386	40.82	38.239	36.07	35.264
7387	40.82	38.239	35.1135	35.114
7388	40.82	38.239	35.064	35.064
7389	40.82	38.239	35.0145	35.0145
7390	40.82	38.239	34.965	34.9655
7391	40.82	38.239	34.9155	34.9165
7392	40.82	38.239	34.8665	34.8675
7393	40.82	38.239	34.818	34.8185
7394	40.82	38.239	34.7695	34.7695
7395	40.82	38.239	34.721	34.721
7396	40.82	38.239	34.6725	34.673
7397	40.82	38.239	34.624	34.6245
7398	40.82	38.239	35.5015	34.695
7399	40.82	38.239	37.6185	34.941
7400	40.82	38.239	39.7775	35.2295
7401	40.82	38.239	40.758	35.4035
7402	40.82	38.239	40.832	35.477
7403	40.82	38.239	40.3135	35.4745
7404	40.82	38.239	39.7825	35.46
7405	40.82	38.239	40.424	35.586
7406	40.82	38.239	41.0775	35.723
7407	40.82	38.239	41.15	35.7955
7408	40.82	38.239	40.2975	35.7495
7409	40.82	38.239	38.2055	35.528
7410	40.82	38.239	36.07	35.264
7411	40.82	38.239	35.1135	35.114
7412	40.82	38.239	35.064	35.064
7413	40.82	38.239	35.0145	35.0145
7414	40.82	38.239	34.965	34.9655
7415	40.82	38.239	34.9155	34.9165
7416	40.82	38.239	34.8665	34.8675
7417	40.82	38.239	34.818	34.8185
7418	40.82	38.239	34.7695	34.7695
7419	40.82	38.239	34.721	34.721
7420	40.82	38.239	34.6725	34.673
7421	40.82	38.239	34.624	34.6245
7422	40.82	38.239	35.5015	34.695
7423	40.82	38.239	37.6185	34.941
7424	40.82	38.239	39.7775	35.2295
7425	40.82	38.239	40.758	35.4035
7426	40.82	38.239	40.832	35.477
7427	40.82	38.239	40.3135	35.4745
7428	40.82	38.239	39.7825	35.46
7429	40.82	38.239	40.424	35.586
7430	40.82	38.239	41.0775	35.723
7431	40.82	38.239	41.15	35.7955
7432	40.82	38.239	40.2975	35.7495
7433	40.82	38.239	38.2055	35.528
7434	40.82	38.239	36.07	35.264
7435	40.82	38.239	35.1135	35.114
7436	40.82	38.239	35.064	35.064
7437	40.82	38.239	35.0145	35.0145
7438	40.82	38.239	34.965	34.9655
7439	40.82	38.239	34.9155	34.9165
7440	40.82	38.239	34.8665	34.8675
7441	40.82	38.239	34.818	34.8185
7442	40.82	38.239	34.7695	34.7695
